date,new_cases,new_deaths,hosp_patients,positive_rate,stringency_index,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
2020-02-15,0.0,0.0,0.0,0.16,19.44,-1.0,4.0,7.0,1.0,4.0,0.0
2020-02-16,27.0,1.0,0.0,0.15,19.44,-9.0,-6.0,-35.0,-10.0,-2.0,2.0
2020-02-17,0.0,0.0,0.0,0.12,19.44,-2.0,1.0,-5.0,-1.0,0.0,1.0
2020-02-18,0.0,0.0,0.0,0.15,19.44,1.0,2.0,1.0,-2.0,0.0,1.0
2020-02-19,0.0,0.0,0.0,0.14,19.44,0.0,2.0,8.0,-3.0,0.0,0.0
2020-02-20,0.0,0.0,0.0,0.13,25.0,1.0,4.0,4.0,-3.0,0.0,0.0
2020-02-21,0.0,0.0,0.0,0.13,25.0,-1.0,2.0,7.0,-2.0,0.0,1.0
2020-02-22,0.0,0.0,0.0,0.16,25.0,-5.0,1.0,-10.0,-3.0,-1.0,2.0
2020-02-23,80.0,0.0,0.0,0.18,25.0,1.0,3.0,16.0,2.0,0.0,0.0
2020-02-24,0.0,0.0,0.0,0.19,25.0,18.0,4.0,54.0,-27.0,-55.0,14.0
2020-02-25,0.0,0.0,0.0,0.18,34.26,0.0,7.0,0.0,-2.0,1.0,1.0
2020-02-26,0.0,0.0,0.0,0.17,34.26,-4.0,3.0,-5.0,-5.0,1.0,1.0
2020-02-27,0.0,0.0,0.0,0.18,34.26,-3.0,6.0,-4.0,-7.0,0.0,1.0
2020-02-28,0.0,0.0,0.0,0.17,34.26,-2.0,14.0,-4.0,-10.0,1.0,2.0
2020-02-29,0.0,0.0,0.0,0.13,34.26,-10.0,9.0,-22.0,-21.0,3.0,4.0
2020-03-01,107.0,5.0,0.0,0.13,34.26,-10.0,9.0,-1.0,-23.0,1.0,4.0
2020-03-02,0.0,0.0,0.0,0.14,43.52,-10.0,3.0,-15.0,-15.0,-2.0,4.0
2020-03-03,0.0,0.0,0.0,0.13,43.52,-2.0,9.0,11.0,-15.0,-2.0,4.0
2020-03-04,0.0,0.0,0.0,0.03,43.52,-12.0,-2.0,-21.0,-19.0,-4.0,5.0
2020-03-05,0.0,0.0,0.0,0.03,43.52,-9.0,3.0,-8.0,-18.0,-4.0,4.0
2020-03-06,0.0,0.0,0.0,0.03,43.52,-9.0,2.0,5.0,-18.0,-4.0,5.0
2020-03-07,0.0,0.0,0.0,0.04,43.52,-12.0,2.0,-8.0,-24.0,-4.0,5.0
2020-03-08,216.0,0.0,0.0,0.04,43.52,-17.0,-4.0,-35.0,-31.0,-5.0,6.0
2020-03-09,0.0,0.0,0.0,0.04,40.74,-7.0,2.0,11.0,-15.0,-3.0,4.0
2020-03-10,0.0,0.0,0.0,0.04,40.74,-9.0,-3.0,-28.0,-18.0,-5.0,6.0
2020-03-11,0.0,0.0,0.0,0.09,40.74,-3.0,4.0,13.0,-16.0,-4.0,3.0
2020-03-12,0.0,0.0,0.0,0.07,40.74,-3.0,5.0,16.0,-15.0,-4.0,3.0
2020-03-13,0.0,0.0,0.0,0.06,40.74,-5.0,3.0,10.0,-17.0,-4.0,5.0
2020-03-14,0.0,0.0,0.0,0.07,40.74,-14.0,-4.0,-39.0,-27.0,-7.0,7.0
2020-03-15,325.0,16.0,0.0,0.07,40.74,-7.0,5.0,9.0,-21.0,-3.0,3.0
2020-03-16,0.0,0.0,0.0,0.06,40.74,-7.0,0.0,-7.0,-15.0,-3.0,4.0
2020-03-17,0.0,0.0,0.0,0.06,40.74,-1.0,4.0,14.0,-15.0,-4.0,4.0
2020-03-18,0.0,0.0,0.0,0.04,40.74,-3.0,3.0,20.0,-14.0,-4.0,3.0
2020-03-19,0.0,0.0,0.0,0.04,40.74,4.0,6.0,17.0,-10.0,-4.0,2.0
2020-03-20,0.0,0.0,0.0,0.05,40.74,7.0,6.0,40.0,-34.0,-54.0,17.0
2020-03-21,0.0,0.0,0.0,0.04,40.74,-6.0,5.0,34.0,-15.0,-7.0,3.0
2020-03-22,266.0,18.0,0.0,0.05,40.74,-9.0,1.0,18.0,-18.0,-3.0,3.0
2020-03-23,0.0,0.0,0.0,0.04,40.74,-4.0,0.0,11.0,-13.0,-3.0,3.0
2020-03-24,0.0,0.0,0.0,0.04,40.74,0.0,3.0,14.0,-13.0,-4.0,4.0
2020-03-25,0.0,0.0,0.0,0.06,40.74,2.0,8.0,31.0,-11.0,-4.0,2.0
2020-03-26,0.0,0.0,0.0,0.07,40.74,0.0,13.0,26.0,-13.0,-5.0,3.0
2020-03-27,0.0,0.0,0.0,0.06,40.74,-10.0,3.0,-9.0,-19.0,-7.0,6.0
2020-03-28,0.0,0.0,0.0,0.08,40.74,-18.0,1.0,-23.0,-33.0,-8.0,7.0
2020-03-29,647.0,12.0,0.0,0.1,40.74,-26.0,-7.0,-25.0,-41.0,-9.0,7.0
2020-03-30,0.0,0.0,0.0,0.11,40.74,-7.0,4.0,-2.0,-20.0,-8.0,5.0
2020-03-31,0.0,0.0,0.0,0.11,40.74,-4.0,7.0,9.0,-20.0,-7.0,5.0
2020-04-01,0.0,0.0,0.0,0.11,40.74,-20.0,-5.0,-29.0,-25.0,-10.0,7.0
2020-04-02,0.0,0.0,0.0,0.12,40.74,-12.0,6.0,13.0,-23.0,-10.0,6.0
2020-04-03,0.0,0.0,0.0,0.12,43.52,-14.0,6.0,26.0,-25.0,-11.0,7.0
2020-04-04,0.0,0.0,0.0,0.13,43.52,-21.0,6.0,26.0,-35.0,-12.0,8.0
2020-04-05,1578.0,18.0,0.0,0.14,43.52,-25.0,2.0,3.0,-43.0,-13.0,8.0
2020-04-06,0.0,0.0,0.0,0.12,43.52,-13.0,7.0,15.0,-24.0,-11.0,7.0
2020-04-07,0.0,0.0,0.0,0.11,45.37,-12.0,6.0,17.0,-27.0,-13.0,8.0
2020-04-08,0.0,0.0,0.0,0.12,45.37,-22.0,2.0,16.0,-34.0,-16.0,9.0
2020-04-09,0.0,0.0,0.0,0.14,45.37,-24.0,2.0,8.0,-36.0,-17.0,10.0
2020-04-10,0.0,0.0,0.0,0.14,45.37,-26.0,4.0,0.0,-38.0,-18.0,12.0
2020-04-11,0.0,0.0,0.0,0.14,45.37,-30.0,4.0,3.0,-48.0,-22.0,12.0
2020-04-12,3477.0,28.0,0.0,0.15,45.37,-40.0,-9.0,-35.0,-58.0,-22.0,12.0
2020-04-13,0.0,0.0,0.0,0.15,45.37,-38.0,-15.0,-45.0,-45.0,-20.0,13.0
2020-04-14,0.0,0.0,0.0,0.13,45.37,-23.0,5.0,10.0,-41.0,-20.0,12.0
2020-04-15,0.0,0.0,0.0,0.14,45.37,-24.0,7.0,17.0,-41.0,-21.0,11.0
2020-04-16,0.0,0.0,0.0,0.12,47.22,-27.0,5.0,9.0,-43.0,-22.0,12.0
2020-04-17,0.0,0.0,0.0,0.13,47.22,-31.0,4.0,-1.0,-46.0,-23.0,14.0
2020-04-18,0.0,0.0,0.0,0.13,47.22,-48.0,-14.0,-47.0,-60.0,-26.0,16.0
2020-04-19,3613.0,63.0,0.0,0.11,47.22,-40.0,-3.0,1.0,-53.0,-23.0,11.0
2020-04-20,0.0,0.0,0.0,0.12,47.22,-37.0,-8.0,-33.0,-47.0,-23.0,14.0
2020-04-21,0.0,0.0,0.0,0.13,47.22,-31.0,1.0,8.0,-46.0,-25.0,14.0
2020-04-22,0.0,0.0,0.0,0.11,47.22,-36.0,-4.0,-3.0,-48.0,-26.0,14.0
2020-04-23,0.0,0.0,0.0,0.1,47.22,-36.0,-3.0,-4.0,-48.0,-26.0,15.0
2020-04-24,0.0,0.0,0.0,0.09,47.22,-37.0,-1.0,-8.0,-48.0,-26.0,16.0
2020-04-25,0.0,0.0,0.0,0.08,47.22,-41.0,-3.0,-9.0,-53.0,-26.0,14.0
2020-04-26,2821.0,187.0,0.0,0.08,47.22,-45.0,-9.0,-16.0,-58.0,-27.0,12.0
2020-04-27,0.0,0.0,0.0,0.07,47.22,-35.0,-5.0,-9.0,-47.0,-26.0,15.0
2020-04-28,0.0,0.0,5514.0,0.08,47.22,-28.0,2.0,4.0,-46.0,-27.0,14.0
2020-04-29,0.0,0.0,5514.0,0.08,47.22,-30.0,-5.0,23.0,-64.0,-64.0,22.0
2020-04-30,0.0,0.0,5514.0,0.06,47.22,-30.0,4.0,8.0,-47.0,-32.0,16.0
2020-05-01,0.0,0.0,5514.0,0.06,47.22,-35.0,1.0,4.0,-50.0,-35.0,19.0
2020-05-02,0.0,0.0,5514.0,0.06,47.22,-43.0,-5.0,-11.0,-55.0,-30.0,15.0
2020-05-03,1657.0,144.0,5514.0,0.06,47.22,-45.0,-9.0,-19.0,-58.0,-30.0,12.0
2020-05-04,0.0,0.0,5514.0,0.07,47.22,-28.0,-6.0,4.0,-67.0,-73.0,29.0
2020-05-05,0.0,0.0,5514.0,0.07,47.22,-23.0,0.0,29.0,-65.0,-73.0,29.0
2020-05-06,0.0,0.0,5514.0,0.07,47.22,-36.0,-12.0,-17.0,-69.0,-72.0,30.0
2020-05-07,0.0,0.0,4436.0,0.05,47.22,-31.0,1.0,3.0,-44.0,-26.0,14.0
2020-05-08,0.0,0.0,4436.0,0.04,47.22,-34.0,0.0,6.0,-45.0,-27.0,16.0
2020-05-09,0.0,0.0,4436.0,0.03,47.22,-39.0,-5.0,-20.0,-51.0,-20.0,13.0
2020-05-10,908.0,121.0,4436.0,0.02,47.22,-38.0,-7.0,-35.0,-56.0,-24.0,12.0
2020-05-11,0.0,0.0,4436.0,0.02,47.22,-32.0,-2.0,0.0,-42.0,-22.0,12.0
2020-05-12,0.0,0.0,4436.0,0.02,47.22,-30.0,0.0,6.0,-43.0,-23.0,13.0
2020-05-13,0.0,0.0,3423.0,0.01,47.22,-31.0,-1.0,4.0,-44.0,-23.0,13.0
2020-05-14,0.0,0.0,3423.0,0.01,40.74,-30.0,-1.0,6.0,-44.0,-23.0,12.0
2020-05-15,0.0,0.0,3423.0,0.02,40.74,-32.0,0.0,-4.0,-44.0,-23.0,15.0
2020-05-16,0.0,0.0,3423.0,0.01,40.74,-40.0,-12.0,-52.0,-55.0,-23.0,14.0
2020-05-17,538.0,131.0,3423.0,0.01,40.74,-32.0,-1.0,-2.0,-48.0,-20.0,9.0
2020-05-18,0.0,0.0,3423.0,0.01,40.74,-32.0,-7.0,-20.0,-42.0,-20.0,13.0
2020-05-19,0.0,0.0,3423.0,0.01,40.74,-29.0,-4.0,-20.0,-43.0,-22.0,14.0
2020-05-20,0.0,0.0,3423.0,0.01,40.74,-26.0,1.0,-6.0,-41.0,-21.0,12.0
2020-05-21,0.0,0.0,2058.0,0.01,40.74,-27.0,-1.0,-8.0,-41.0,-21.0,12.0
2020-05-22,0.0,0.0,2058.0,0.01,40.74,-29.0,-2.0,-5.0,-41.0,-21.0,13.0
2020-05-23,0.0,0.0,2058.0,0.01,40.74,-27.0,0.0,-8.0,-43.0,-20.0,11.0
2020-05-24,265.0,76.0,2058.0,0.01,40.74,-27.0,-1.0,8.0,-42.0,-17.0,8.0
2020-05-25,0.0,0.0,2058.0,0.01,34.26,-22.0,2.0,2.0,-35.0,-18.0,10.0
2020-05-26,0.0,0.0,2058.0,0.01,34.26,-22.0,-1.0,-8.0,-36.0,-18.0,11.0
2020-05-27,0.0,0.0,1369.0,0.01,34.26,-20.0,2.0,5.0,-35.0,-18.0,10.0
2020-05-28,0.0,0.0,1369.0,0.01,34.26,-20.0,1.0,5.0,-34.0,-18.0,10.0
2020-05-29,0.0,0.0,1369.0,0.01,34.26,-21.0,2.0,5.0,-34.0,-17.0,11.0
2020-05-30,0.0,0.0,1369.0,0.01,34.26,-20.0,3.0,1.0,-34.0,-14.0,8.0
2020-05-31,301.0,71.0,1369.0,0.01,34.26,-22.0,0.0,-16.0,-39.0,-14.0,7.0
2020-06-01,0.0,0.0,1369.0,0.01,28.7,-21.0,-2.0,-13.0,-26.0,-11.0,8.0
2020-06-02,0.0,0.0,1369.0,0.01,28.7,-16.0,2.0,5.0,-27.0,-13.0,8.0
2020-06-03,0.0,0.0,1015.0,0.01,28.7,-19.0,1.0,5.0,-28.0,-13.0,8.0
2020-06-04,0.0,0.0,1015.0,0.01,28.7,-18.0,2.0,2.0,-28.0,-13.0,8.0
2020-06-05,0.0,0.0,1015.0,0.01,28.7,-18.0,1.0,1.0,-29.0,-15.0,9.0
2020-06-06,0.0,0.0,1015.0,0.01,28.7,-17.0,1.0,-2.0,-31.0,-15.0,7.0
2020-06-07,290.0,25.0,1015.0,0.01,28.7,-15.0,2.0,10.0,-32.0,-13.0,5.0
2020-06-08,0.0,0.0,1015.0,0.01,28.7,-17.0,-1.0,1.0,-26.0,-11.0,7.0
2020-06-09,0.0,0.0,1015.0,0.01,28.7,-13.0,2.0,7.0,-26.0,-12.0,8.0
2020-06-10,0.0,0.0,781.0,0.01,28.7,-14.0,2.0,-1.0,-26.0,-13.0,7.0
2020-06-11,0.0,0.0,781.0,0.01,28.7,-20.0,-6.0,-26.0,-28.0,-14.0,9.0
2020-06-12,0.0,0.0,781.0,0.01,28.7,-16.0,0.0,-10.0,-27.0,-15.0,9.0
2020-06-13,0.0,0.0,781.0,0.01,28.7,-18.0,-6.0,-40.0,-35.0,-19.0,9.0
2020-06-14,288.0,9.0,781.0,0.01,28.7,-16.0,-2.0,-30.0,-36.0,-13.0,6.0
2020-06-15,0.0,0.0,781.0,0.01,28.7,-12.0,3.0,-3.0,-23.0,-11.0,6.0
2020-06-16,0.0,0.0,781.0,0.01,28.7,-9.0,3.0,6.0,-23.0,-11.0,7.0
2020-06-17,0.0,0.0,587.0,0.02,28.7,-11.0,2.0,10.0,-23.0,-12.0,6.0
2020-06-18,0.0,0.0,587.0,0.02,28.7,-16.0,-4.0,-14.0,-25.0,-13.0,7.0
2020-06-19,0.0,0.0,587.0,0.02,28.7,-15.0,-5.0,-26.0,-26.0,-15.0,9.0
2020-06-20,0.0,0.0,587.0,0.02,28.7,-7.0,6.0,10.0,-21.0,-12.0,4.0
2020-06-21,435.0,28.0,587.0,0.01,25.93,-9.0,2.0,11.0,-24.0,-10.0,4.0
2020-06-22,0.0,0.0,587.0,0.01,25.93,-16.0,-5.0,-14.0,-22.0,-11.0,7.0
2020-06-23,0.0,0.0,587.0,0.01,25.93,-8.0,3.0,6.0,-20.0,-11.0,6.0
2020-06-24,0.0,0.0,559.0,0.01,25.93,-11.0,1.0,6.0,-21.0,-11.0,6.0
2020-06-25,0.0,0.0,559.0,0.02,25.93,-11.0,2.0,-13.0,-20.0,-12.0,6.0
2020-06-26,0.0,0.0,559.0,0.02,25.93,-11.0,1.0,-7.0,-21.0,-13.0,7.0
2020-06-27,0.0,0.0,559.0,0.02,25.93,-8.0,3.0,0.0,-20.0,-15.0,5.0
2020-06-28,526.0,18.0,559.0,0.02,25.93,-12.0,-1.0,-20.0,-28.0,-12.0,5.0
2020-06-29,0.0,0.0,559.0,0.02,25.93,-9.0,0.0,1.0,-19.0,-9.0,6.0
2020-06-30,0.0,0.0,559.0,0.02,25.93,-11.0,-2.0,-22.0,-21.0,-10.0,7.0
2020-07-01,0.0,0.0,696.0,0.02,25.93,-13.0,-2.0,-12.0,-21.0,-9.0,6.0
2020-07-02,0.0,0.0,696.0,0.03,25.93,-9.0,3.0,2.0,-19.0,-10.0,5.0
2020-07-03,0.0,0.0,696.0,0.03,25.93,-14.0,-4.0,-14.0,-21.0,-11.0,7.0
2020-07-04,0.0,0.0,696.0,0.04,25.93,-13.0,-1.0,-28.0,-27.0,-13.0,7.0
2020-07-05,1132.0,6.0,696.0,0.04,25.93,-12.0,2.0,-7.0,-28.0,-11.0,5.0
2020-07-06,0.0,0.0,696.0,0.04,25.93,-20.0,-9.0,-31.0,-22.0,-11.0,7.0
2020-07-07,0.0,0.0,696.0,0.04,25.93,-12.0,-1.0,-18.0,-22.0,-12.0,7.0
2020-07-08,0.0,0.0,1039.0,0.04,25.93,-12.0,-1.0,-12.0,-22.0,-12.0,6.0
2020-07-09,0.0,0.0,1039.0,0.04,25.93,-14.0,-2.0,-20.0,-21.0,-11.0,7.0
2020-07-10,0.0,0.0,1039.0,0.04,25.93,-13.0,0.0,-17.0,-22.0,-12.0,7.0
2020-07-11,0.0,0.0,1039.0,0.04,25.93,-12.0,1.0,-22.0,-27.0,-15.0,7.0
2020-07-12,1980.0,5.0,1039.0,0.05,25.93,-11.0,2.0,-3.0,-27.0,-10.0,5.0
2020-07-13,0.0,0.0,1039.0,0.05,25.93,-15.0,-5.0,-18.0,-20.0,-10.0,6.0
2020-07-14,0.0,0.0,1039.0,0.04,25.93,-12.0,-2.0,-17.0,-22.0,-12.0,7.0
2020-07-15,0.0,0.0,1717.0,0.05,25.93,-10.0,1.0,-9.0,-20.0,-11.0,6.0
2020-07-16,0.0,0.0,1717.0,0.04,25.93,-9.0,3.0,0.0,-20.0,-11.0,6.0
2020-07-17,0.0,0.0,1717.0,0.04,25.93,-14.0,-3.0,-15.0,-22.0,-12.0,7.0
2020-07-18,0.0,0.0,1717.0,0.05,25.93,-13.0,0.0,-15.0,-26.0,-11.0,6.0
2020-07-19,3140.0,3.0,1717.0,0.05,25.93,-13.0,0.0,6.0,-28.0,-10.0,5.0
2020-07-20,0.0,0.0,1717.0,0.05,25.93,-11.0,1.0,-4.0,-20.0,-9.0,5.0
2020-07-21,0.0,0.0,1717.0,0.05,25.93,-7.0,3.0,0.0,-19.0,-10.0,6.0
2020-07-22,0.0,0.0,2744.0,0.05,25.93,-4.0,4.0,-1.0,-16.0,-9.0,4.0
2020-07-23,0.0,0.0,2744.0,0.06,30.56,6.0,3.0,9.0,-39.0,-58.0,18.0
2020-07-24,0.0,0.0,2744.0,0.07,30.56,-2.0,1.0,26.0,-42.0,-61.0,21.0
2020-07-25,0.0,0.0,2744.0,0.07,30.56,-16.0,-3.0,-19.0,-28.0,-20.0,8.0
2020-07-26,4740.0,11.0,2744.0,0.07,34.26,-18.0,-4.0,-21.0,-29.0,-12.0,6.0
2020-07-27,0.0,0.0,2744.0,0.07,34.26,-13.0,-1.0,-14.0,-20.0,-11.0,6.0
2020-07-28,0.0,0.0,2744.0,0.07,34.26,-10.0,0.0,-8.0,-21.0,-12.0,7.0
2020-07-29,0.0,0.0,4034.0,0.07,34.26,-12.0,1.0,-3.0,-22.0,-12.0,6.0
2020-07-30,0.0,0.0,4034.0,0.07,34.26,-11.0,2.0,-2.0,-22.0,-12.0,6.0
2020-07-31,0.0,0.0,4034.0,0.07,34.26,-14.0,1.0,-5.0,-23.0,-12.0,7.0
2020-08-01,0.0,0.0,4034.0,0.07,34.26,-15.0,3.0,3.0,-26.0,-9.0,5.0
2020-08-02,7307.0,15.0,4034.0,0.07,34.26,-15.0,2.0,9.0,-29.0,-10.0,5.0
2020-08-03,0.0,0.0,4034.0,0.08,34.26,-12.0,0.0,3.0,-22.0,-12.0,6.0
2020-08-04,0.0,0.0,4034.0,0.08,34.26,-8.0,5.0,8.0,-22.0,-13.0,6.0
2020-08-05,0.0,0.0,5116.0,0.07,34.26,-9.0,3.0,6.0,-23.0,-14.0,6.0
2020-08-06,0.0,0.0,5116.0,0.07,32.41,-9.0,3.0,4.0,-23.0,-14.0,6.0
2020-08-07,0.0,0.0,5116.0,0.06,32.41,-11.0,1.0,1.0,-24.0,-15.0,7.0
2020-08-08,0.0,0.0,5116.0,0.06,32.41,-14.0,2.0,0.0,-25.0,-12.0,5.0
2020-08-09,10094.0,29.0,5116.0,0.06,32.41,-12.0,1.0,10.0,-23.0,-11.0,4.0
2020-08-10,0.0,0.0,5116.0,0.07,32.41,8.0,4.0,36.0,-42.0,-64.0,19.0
2020-08-11,0.0,0.0,5116.0,0.06,32.41,3.0,8.0,20.0,-28.0,-33.0,11.0
2020-08-12,0.0,0.0,6009.0,0.06,32.41,3.0,8.0,23.0,-29.0,-37.0,11.0
2020-08-13,0.0,0.0,6009.0,0.06,32.41,8.0,10.0,30.0,-32.0,-53.0,15.0
2020-08-14,0.0,0.0,6009.0,0.05,32.41,1.0,6.0,29.0,-34.0,-57.0,18.0
2020-08-15,0.0,0.0,6009.0,0.05,32.41,-14.0,0.0,6.0,-29.0,-41.0,9.0
2020-08-16,7931.0,48.0,6009.0,0.05,32.41,-19.0,-3.0,-5.0,-30.0,-18.0,5.0
2020-08-17,0.0,0.0,6009.0,0.04,32.41,-11.0,-1.0,-3.0,-26.0,-17.0,7.0
2020-08-18,0.0,0.0,6009.0,0.04,32.41,-9.0,1.0,4.0,-25.0,-15.0,7.0
2020-08-19,0.0,0.0,5973.0,0.05,32.41,-12.0,0.0,2.0,-25.0,-15.0,7.0
2020-08-20,0.0,0.0,5973.0,0.04,32.41,-11.0,2.0,-4.0,-26.0,-14.0,7.0
2020-08-21,0.0,0.0,5973.0,0.05,32.41,-15.0,-3.0,-4.0,-27.0,-15.0,8.0
2020-08-22,0.0,0.0,5973.0,0.05,32.41,-15.0,-1.0,-8.0,-28.0,-12.0,6.0
2020-08-23,7033.0,88.0,5973.0,0.05,32.41,-17.0,-3.0,-9.0,-31.0,-11.0,5.0
2020-08-24,0.0,0.0,5973.0,0.05,32.41,-13.0,-3.0,-5.0,-24.0,-12.0,6.0
2020-08-25,0.0,0.0,5973.0,0.05,32.41,-7.0,3.0,1.0,-22.0,-12.0,6.0
2020-08-26,0.0,0.0,5576.0,0.05,32.41,-11.0,0.0,-2.0,-23.0,-12.0,6.0
2020-08-27,0.0,0.0,5576.0,0.05,32.41,-12.0,0.0,-7.0,-24.0,-12.0,6.0
2020-08-28,0.0,0.0,5576.0,0.04,32.41,-14.0,-2.0,-6.0,-25.0,-13.0,7.0
2020-08-29,0.0,0.0,5576.0,0.04,32.41,-13.0,0.0,-5.0,-26.0,-12.0,5.0
2020-08-30,5517.0,88.0,5576.0,0.04,32.41,-14.0,0.0,-8.0,-29.0,-10.0,5.0
2020-08-31,0.0,0.0,5576.0,0.04,32.41,-13.0,-2.0,-10.0,-23.0,-10.0,6.0
2020-09-01,0.0,0.0,5576.0,0.04,32.41,-11.0,1.0,-3.0,-22.0,-11.0,6.0
2020-09-02,0.0,0.0,4994.0,0.04,32.41,-15.0,-3.0,-10.0,-25.0,-12.0,6.0
2020-09-03,0.0,0.0,4994.0,0.04,32.41,-13.0,-1.0,-11.0,-24.0,-12.0,6.0
2020-09-04,0.0,0.0,4994.0,0.03,32.41,-13.0,-1.0,-10.0,-24.0,-12.0,7.0
2020-09-05,0.0,0.0,4994.0,0.03,32.41,-12.0,2.0,-12.0,-27.0,-11.0,6.0
2020-09-06,4155.0,93.0,4994.0,0.03,32.41,-20.0,-8.0,-23.0,-35.0,-13.0,6.0
2020-09-07,0.0,0.0,4994.0,0.03,32.41,-22.0,-13.0,-23.0,-29.0,-19.0,9.0
2020-09-08,0.0,0.0,4994.0,0.03,32.41,-9.0,1.0,0.0,-21.0,-12.0,5.0
2020-09-09,0.0,0.0,4174.0,0.03,32.41,-12.0,-3.0,-3.0,-22.0,-12.0,5.0
2020-09-10,0.0,0.0,4174.0,0.03,35.19,-10.0,0.0,-4.0,-20.0,-12.0,5.0
2020-09-11,0.0,0.0,4174.0,0.03,35.19,-12.0,-2.0,-2.0,-21.0,-12.0,6.0
2020-09-12,0.0,0.0,4174.0,0.03,35.19,-12.0,-3.0,-15.0,-25.0,-13.0,5.0
2020-09-13,3799.0,82.0,4174.0,0.03,35.19,-11.0,-2.0,-1.0,-25.0,-9.0,3.0
2020-09-14,0.0,0.0,4174.0,0.03,35.19,-11.0,-4.0,2.0,-19.0,-9.0,4.0
2020-09-15,0.0,0.0,4174.0,0.03,35.19,-5.0,2.0,11.0,-17.0,-10.0,4.0
2020-09-16,0.0,0.0,3754.0,0.03,35.19,-9.0,-1.0,7.0,-18.0,-10.0,4.0
2020-09-17,0.0,0.0,3754.0,0.03,35.19,-10.0,-3.0,0.0,-19.0,-11.0,4.0
2020-09-18,0.0,0.0,3754.0,0.03,35.19,-11.0,-3.0,-6.0,-19.0,-11.0,5.0
2020-09-19,0.0,0.0,3754.0,0.03,35.19,-8.0,1.0,12.0,-12.0,-9.0,2.0
2020-09-20,3439.0,61.0,3754.0,0.03,35.19,-3.0,2.0,27.0,-7.0,-8.0,0.0
2020-09-21,0.0,0.0,3754.0,0.04,35.19,21.0,5.0,76.0,-25.0,-62.0,14.0
2020-09-22,0.0,0.0,3754.0,0.04,35.19,12.0,5.0,53.0,-34.0,-60.0,16.0
2020-09-23,0.0,0.0,3601.0,0.03,35.19,-14.0,-2.0,-10.0,-18.0,-9.0,5.0
2020-09-24,0.0,0.0,3601.0,0.04,35.19,-15.0,-5.0,-17.0,-22.0,-10.0,6.0
2020-09-25,0.0,0.0,3601.0,0.03,35.19,-15.0,-4.0,-25.0,-19.0,-10.0,7.0
2020-09-26,0.0,0.0,3601.0,0.03,35.19,-12.0,0.0,-15.0,-20.0,-7.0,5.0
2020-09-27,3033.0,45.0,3601.0,0.03,35.19,-9.0,2.0,7.0,-20.0,-6.0,3.0
2020-09-28,0.0,0.0,3601.0,0.03,35.19,-7.0,1.0,2.0,-15.0,-9.0,4.0
2020-09-29,0.0,0.0,3601.0,0.02,35.19,-4.0,3.0,6.0,-16.0,-9.0,4.0
2020-09-30,0.0,0.0,3249.0,0.02,35.19,-5.0,5.0,4.0,-16.0,-8.0,3.0
2020-10-01,0.0,0.0,3249.0,0.02,35.19,-9.0,1.0,-3.0,-18.0,-8.0,4.0
2020-10-02,0.0,0.0,3249.0,0.02,35.19,-11.0,-2.0,2.0,-19.0,-9.0,5.0
2020-10-03,0.0,0.0,3249.0,0.02,35.19,-9.0,1.0,11.0,-17.0,-9.0,4.0
2020-10-04,3649.0,52.0,3249.0,0.02,35.19,-10.0,0.0,12.0,-18.0,-8.0,3.0
2020-10-05,0.0,0.0,3249.0,0.02,35.19,-11.0,-2.0,-4.0,-17.0,-9.0,4.0
2020-10-06,0.0,0.0,3249.0,0.03,35.19,-6.0,1.0,7.0,-16.0,-9.0,4.0
2020-10-07,0.0,0.0,2963.0,0.03,35.19,-10.0,-2.0,-2.0,-17.0,-9.0,4.0
2020-10-08,0.0,0.0,2963.0,0.03,35.19,-15.0,-7.0,-30.0,-20.0,-10.0,6.0
2020-10-09,0.0,0.0,2963.0,0.03,35.19,-17.0,-7.0,-26.0,-21.0,-11.0,7.0
2020-10-10,0.0,0.0,2963.0,0.03,35.19,-17.0,-7.0,-33.0,-30.0,-16.0,8.0
2020-10-11,3573.0,30.0,2963.0,0.03,35.19,-8.0,2.0,7.0,-18.0,-7.0,3.0
2020-10-12,0.0,0.0,2963.0,0.03,35.19,-10.0,-2.0,0.0,-17.0,-9.0,4.0
