date,new_cases,new_deaths,hosp_patients,positive_rate,stringency_index,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
2021-06-16,0.0,0.0,9202.0,0.03,55.09,-16.0,3.0,-21.0,-24.0,-10.0,6.0
2021-06-17,0.0,0.0,9202.0,0.02,55.09,-13.0,6.0,-6.0,-24.0,-9.0,6.0
2021-06-18,0.0,0.0,9202.0,0.03,55.09,-17.0,3.0,-11.0,-25.0,-10.0,7.0
2021-06-19,0.0,0.0,9202.0,0.03,55.09,-17.0,1.0,-39.0,-32.0,-13.0,8.0
2021-06-20,10056.0,352.0,9202.0,0.02,55.09,-10.0,9.0,0.0,-26.0,-9.0,4.0
2021-06-21,0.0,0.0,9202.0,0.02,53.24,-13.0,2.0,-5.0,-21.0,-8.0,5.0
2021-06-22,0.0,0.0,9202.0,0.03,53.24,-10.0,5.0,-2.0,-22.0,-9.0,6.0
2021-06-23,0.0,0.0,7337.0,0.03,53.24,-13.0,3.0,-6.0,-23.0,-9.0,5.0
2021-06-24,0.0,0.0,7337.0,0.03,53.24,-13.0,4.0,-7.0,-22.0,-9.0,5.0
2021-06-25,0.0,0.0,7337.0,0.03,53.24,-13.0,6.0,-7.0,-22.0,-9.0,6.0
2021-06-26,0.0,0.0,7337.0,0.03,53.24,-10.0,9.0,-3.0,-22.0,-13.0,5.0
2021-06-27,10469.0,246.0,7337.0,0.03,53.24,-12.0,4.0,-10.0,-27.0,-9.0,4.0
2021-06-28,0.0,0.0,7337.0,0.03,53.24,-12.0,4.0,-9.0,-20.0,-8.0,5.0
2021-06-29,0.0,0.0,7337.0,0.03,53.24,-11.0,3.0,-13.0,-22.0,-9.0,6.0
2021-06-30,0.0,0.0,6431.0,0.03,53.24,-13.0,4.0,-12.0,-23.0,-10.0,3.0
2021-07-01,0.0,0.0,6431.0,0.02,53.24,-16.0,1.0,-27.0,-22.0,-9.0,6.0
2021-07-02,0.0,0.0,6431.0,0.03,53.24,-20.0,-1.0,-30.0,-24.0,-10.0,8.0
2021-07-03,0.0,0.0,6431.0,0.03,53.24,-12.0,7.0,-21.0,-27.0,-10.0,6.0
2021-07-04,11078.0,179.0,6431.0,0.03,53.24,-13.0,2.0,-30.0,-29.0,-10.0,5.0
2021-07-05,0.0,0.0,6431.0,0.03,53.24,-14.0,3.0,-20.0,-20.0,-8.0,6.0
2021-07-06,0.0,0.0,6431.0,0.03,53.24,-10.0,6.0,-9.0,-20.0,-9.0,6.0
2021-07-07,0.0,0.0,5888.0,0.03,53.24,-14.0,3.0,-17.0,-22.0,-10.0,6.0
2021-07-08,0.0,0.0,5888.0,0.03,50.46,-16.0,1.0,-26.0,-23.0,-10.0,7.0
2021-07-09,0.0,0.0,5888.0,0.03,50.46,-17.0,2.0,-25.0,-23.0,-10.0,7.0
2021-07-10,0.0,0.0,5888.0,0.04,50.46,-10.0,9.0,-14.0,-24.0,-13.0,6.0
2021-07-11,13881.0,107.0,5888.0,0.04,50.46,-10.0,5.0,-10.0,-25.0,-8.0,4.0
2021-07-12,0.0,0.0,5888.0,0.04,50.46,-13.0,3.0,-15.0,-20.0,-9.0,6.0
2021-07-13,0.0,0.0,5888.0,0.03,50.46,-10.0,7.0,-7.0,-20.0,-10.0,6.0
2021-07-14,0.0,0.0,6564.0,0.04,50.46,-12.0,4.0,-8.0,-21.0,-10.0,5.0
2021-07-15,0.0,0.0,6564.0,0.04,50.46,-9.0,9.0,-10.0,-20.0,-10.0,5.0
2021-07-16,0.0,0.0,6564.0,0.04,50.46,-13.0,6.0,-9.0,-22.0,-10.0,6.0
2021-07-17,0.0,0.0,6564.0,0.04,50.46,-11.0,8.0,-5.0,-22.0,-10.0,4.0
2021-07-18,20822.0,93.0,6564.0,0.05,50.46,-11.0,6.0,-2.0,-23.0,-9.0,4.0
2021-07-19,0.0,0.0,6564.0,0.05,50.46,-12.0,4.0,-10.0,-21.0,-9.0,5.0
2021-07-20,0.0,0.0,6564.0,0.06,50.46,-6.0,10.0,-5.0,-20.0,-9.0,5.0
2021-07-21,0.0,0.0,8174.0,0.06,50.46,-4.0,11.0,-2.0,-17.0,-10.0,4.0
2021-07-22,0.0,0.0,8174.0,0.07,50.46,9.0,13.0,22.0,-35.0,-56.0,15.0
2021-07-23,0.0,0.0,8174.0,0.08,50.46,-1.0,9.0,25.0,-40.0,-59.0,19.0
2021-07-24,0.0,0.0,8174.0,0.08,50.46,-14.0,6.0,-3.0,-23.0,-20.0,6.0
2021-07-25,28908.0,81.0,8174.0,0.09,50.46,-16.0,5.0,-4.0,-23.0,-10.0,4.0
2021-07-26,0.0,0.0,8174.0,0.09,50.46,-11.0,7.0,-6.0,-20.0,-11.0,5.0
2021-07-27,0.0,0.0,8174.0,0.09,50.46,-11.0,5.0,-12.0,-25.0,-13.0,7.0
2021-07-28,0.0,0.0,10649.0,0.1,50.46,-11.0,7.0,-6.0,-23.0,-12.0,6.0
2021-07-29,0.0,0.0,10649.0,0.1,50.46,-11.0,6.0,-8.0,-24.0,-13.0,6.0
2021-07-30,0.0,0.0,10649.0,0.1,50.46,-14.0,6.0,-11.0,-25.0,-13.0,7.0
2021-07-31,0.0,0.0,10649.0,0.11,50.46,-15.0,7.0,-13.0,-27.0,-9.0,6.0
2021-08-01,65441.0,68.0,10649.0,0.12,50.46,-15.0,6.0,-11.0,-29.0,-8.0,5.0
2021-08-02,0.0,0.0,10649.0,0.12,50.46,-12.0,6.0,-11.0,-23.0,-12.0,6.0
2021-08-03,0.0,0.0,10649.0,0.13,50.46,-10.0,7.0,-8.0,-25.0,-14.0,7.0
2021-08-04,0.0,0.0,15026.0,0.13,50.46,-12.0,7.0,-6.0,-25.0,-14.0,6.0
2021-08-05,0.0,0.0,15026.0,0.14,50.46,-12.0,9.0,-9.0,-26.0,-15.0,7.0
2021-08-06,0.0,0.0,15026.0,0.14,50.46,-15.0,7.0,-8.0,-27.0,-15.0,8.0
2021-08-07,0.0,0.0,15026.0,0.15,50.46,-18.0,6.0,-19.0,-28.0,-11.0,6.0
2021-08-08,95410.0,83.0,15026.0,0.15,50.46,-19.0,0.0,-23.0,-32.0,-13.0,6.0
2021-08-09,0.0,0.0,15026.0,0.18,50.46,-2.0,3.0,-13.0,-48.0,-62.0,21.0
2021-08-10,0.0,0.0,15026.0,0.17,50.46,-1.0,15.0,2.0,-27.0,-26.0,9.0
2021-08-11,0.0,0.0,18706.0,0.16,50.46,-2.0,13.0,9.0,-28.0,-30.0,10.0
2021-08-12,0.0,0.0,18706.0,0.17,50.46,-2.0,12.0,-12.0,-34.0,-41.0,14.0
2021-08-13,0.0,0.0,18706.0,0.17,50.46,-10.0,6.0,-31.0,-41.0,-55.0,21.0
2021-08-14,0.0,0.0,18706.0,0.17,50.46,-25.0,-3.0,-46.0,-41.0,-43.0,13.0
2021-08-15,113250.0,128.0,18706.0,0.17,50.46,-22.0,1.0,-32.0,-35.0,-20.0,7.0
2021-08-16,0.0,0.0,18706.0,0.16,50.46,-9.0,7.0,-21.0,-31.0,-33.0,13.0
2021-08-17,0.0,0.0,18706.0,0.17,50.46,-16.0,3.0,-27.0,-30.0,-19.0,10.0
2021-08-18,0.0,0.0,21434.0,0.18,50.46,-17.0,6.0,-19.0,-30.0,-16.0,9.0
2021-08-19,0.0,0.0,21434.0,0.17,50.46,-17.0,5.0,-16.0,-30.0,-15.0,8.0
2021-08-20,0.0,0.0,21434.0,0.2,50.46,-20.0,7.0,-15.0,-31.0,-15.0,10.0
2021-08-21,0.0,0.0,21434.0,0.19,52.31,-21.0,6.0,-18.0,-33.0,-11.0,8.0
2021-08-22,155807.0,223.0,21434.0,0.2,52.31,-22.0,3.0,-19.0,-35.0,-10.0,7.0
2021-08-23,0.0,0.0,21434.0,0.2,52.31,-17.0,4.0,-14.0,-28.0,-14.0,8.0
2021-08-24,0.0,0.0,21434.0,0.19,52.31,-14.0,7.0,-8.0,-28.0,-15.0,8.0
2021-08-25,0.0,0.0,24126.0,0.19,52.31,-15.0,9.0,-12.0,-28.0,-15.0,8.0
2021-08-26,0.0,0.0,24126.0,0.21,52.31,-16.0,8.0,-13.0,-29.0,-15.0,8.0
2021-08-27,0.0,0.0,24126.0,0.17,52.31,-20.0,6.0,-14.0,-31.0,-15.0,10.0
2021-08-28,0.0,0.0,24126.0,0.17,52.31,-19.0,8.0,-17.0,-32.0,-14.0,8.0
2021-08-29,154011.0,315.0,24126.0,0.17,52.31,-20.0,6.0,-12.0,-33.0,-10.0,6.0
2021-08-30,0.0,0.0,24126.0,0.16,52.31,-16.0,6.0,-15.0,-28.0,-13.0,8.0
2021-08-31,0.0,0.0,24126.0,0.16,52.31,-14.0,8.0,-13.0,-28.0,-12.0,8.0
2021-09-01,0.0,0.0,24320.0,0.16,52.31,-19.0,6.0,-18.0,-28.0,-12.0,8.0
2021-09-02,0.0,0.0,24320.0,0.15,52.31,-22.0,0.0,-34.0,-30.0,-14.0,9.0
2021-09-03,0.0,0.0,24320.0,0.14,52.31,-24.0,1.0,-32.0,-31.0,-14.0,11.0
2021-09-04,0.0,0.0,24320.0,0.14,52.31,-20.0,4.0,-35.0,-35.0,-13.0,9.0
2021-09-05,117008.0,408.0,24320.0,0.13,52.31,-17.0,7.0,-12.0,-33.0,-10.0,7.0
2021-09-06,0.0,0.0,24320.0,0.13,52.31,-18.0,3.0,-16.0,-27.0,-12.0,8.0
2021-09-07,0.0,0.0,24320.0,0.12,52.31,-14.0,7.0,-3.0,-26.0,-13.0,8.0
2021-09-08,0.0,0.0,22557.0,0.11,52.31,-18.0,3.0,-17.0,-28.0,-13.0,8.0
2021-09-09,0.0,0.0,22557.0,0.1,52.31,-18.0,3.0,-22.0,-28.0,-13.0,8.0
2021-09-10,0.0,0.0,22557.0,0.1,52.31,-18.0,7.0,-8.0,-28.0,-13.0,9.0
2021-09-11,0.0,0.0,22557.0,0.09,52.31,-16.0,7.0,-16.0,-31.0,-15.0,8.0
2021-09-12,68173.0,443.0,22557.0,0.09,52.31,-17.0,4.0,-15.0,-32.0,-10.0,6.0
2021-09-13,0.0,0.0,22557.0,0.08,50.46,-16.0,4.0,-10.0,-25.0,-12.0,7.0
2021-09-14,0.0,0.0,22557.0,0.08,50.46,-16.0,3.0,-17.0,-25.0,-13.0,8.0
2021-09-15,0.0,0.0,17481.0,0.07,50.46,-13.0,9.0,-6.0,-25.0,-12.0,7.0
2021-09-16,0.0,0.0,17481.0,0.07,50.46,-14.0,9.0,-6.0,-25.0,-12.0,7.0
2021-09-17,0.0,0.0,17481.0,0.06,50.46,-21.0,4.0,-21.0,-28.0,-14.0,10.0
2021-09-18,0.0,0.0,17481.0,0.06,50.46,-22.0,-1.0,-39.0,-35.0,-14.0,9.0
2021-09-19,37166.0,407.0,17481.0,0.05,50.46,-9.0,9.0,18.0,-18.0,-10.0,3.0
2021-09-20,0.0,0.0,17481.0,0.06,52.31,8.0,12.0,40.0,-39.0,-61.0,17.0
2021-09-21,0.0,0.0,17481.0,0.05,52.31,-12.0,9.0,3.0,-22.0,-11.0,6.0
2021-09-22,0.0,0.0,12792.0,0.05,52.31,-13.0,6.0,-6.0,-23.0,-10.0,5.0
2021-09-23,0.0,0.0,12792.0,0.05,52.31,2.0,10.0,26.0,-42.0,-57.0,18.0
2021-09-24,0.0,0.0,12792.0,0.04,52.31,-15.0,8.0,-2.0,-25.0,-14.0,8.0
2021-09-25,0.0,0.0,12792.0,0.04,52.31,-16.0,8.0,-3.0,-25.0,-9.0,6.0
2021-09-26,17964.0,278.0,12792.0,0.04,52.31,-16.0,4.0,-13.0,-28.0,-9.0,5.0
2021-09-27,0.0,0.0,12792.0,0.03,50.46,-13.0,5.0,-4.0,-22.0,-11.0,6.0
2021-09-28,0.0,0.0,12792.0,0.03,50.46,-10.0,8.0,0.0,-22.0,-11.0,6.0
2021-09-29,0.0,0.0,7467.0,0.03,50.46,-13.0,7.0,-1.0,-24.0,-11.0,6.0
2021-09-30,0.0,0.0,7467.0,0.03,50.46,-12.0,11.0,-12.0,-23.0,-10.0,6.0
2021-10-01,0.0,0.0,7467.0,0.03,47.22,-24.0,-5.0,-27.0,-30.0,-13.0,10.0
2021-10-02,0.0,0.0,7467.0,0.02,47.22,-10.0,9.0,1.0,-21.0,-9.0,5.0
2021-10-03,10371.0,248.0,7467.0,0.02,47.22,-10.0,7.0,13.0,-20.0,-7.0,4.0
2021-10-04,0.0,0.0,7467.0,0.02,47.22,-12.0,4.0,-3.0,-19.0,-9.0,5.0
2021-10-05,0.0,0.0,7467.0,0.02,47.22,-8.0,8.0,2.0,-19.0,-10.0,5.0
2021-10-06,0.0,0.0,4673.0,0.02,47.22,-10.0,6.0,2.0,-20.0,-10.0,5.0
2021-10-07,0.0,0.0,4673.0,0.02,47.22,-11.0,5.0,-2.0,-20.0,-10.0,5.0
2021-10-08,0.0,0.0,4673.0,0.02,47.22,-13.0,5.0,-1.0,-20.0,-11.0,6.0
2021-10-09,0.0,0.0,4673.0,0.02,47.22,-9.0,8.0,4.0,-18.0,-13.0,5.0
2021-10-10,5927.0,211.0,4673.0,0.01,47.22,-9.0,7.0,11.0,-17.0,-8.0,3.0
2021-10-11,0.0,0.0,4673.0,0.01,47.22,-11.0,4.0,-3.0,-19.0,-11.0,6.0
2021-10-12,0.0,0.0,4673.0,0.01,47.22,-10.0,5.0,-9.0,-19.0,-10.0,6.0
2021-10-13,0.0,0.0,2908.0,0.01,47.22,-13.0,1.0,-16.0,-20.0,-10.0,6.0
2021-10-14,0.0,0.0,2908.0,0.01,47.22,-9.0,6.0,3.0,-19.0,-10.0,5.0
2021-10-15,0.0,0.0,2908.0,0.01,47.22,-8.0,9.0,2.0,-18.0,-11.0,5.0
2021-10-16,0.0,0.0,2908.0,0.01,47.22,-8.0,7.0,-6.0,-18.0,-10.0,4.0
2021-10-17,3747.0,162.0,2908.0,0.01,47.22,-10.0,3.0,-20.0,-23.0,-9.0,4.0
2021-10-18,0.0,0.0,2908.0,0.01,47.22,-8.0,4.0,0.0,-18.0,-9.0,5.0
2021-10-19,0.0,0.0,2908.0,0.01,47.22,-7.0,4.0,-7.0,-18.0,-10.0,6.0
2021-10-20,0.0,0.0,1939.0,0.01,47.22,-6.0,7.0,-2.0,-18.0,-9.0,5.0
2021-10-21,0.0,0.0,1939.0,0.01,47.22,-6.0,6.0,-3.0,-18.0,-9.0,5.0
2021-10-22,0.0,0.0,1939.0,0.01,47.22,-12.0,2.0,-15.0,-19.0,-11.0,6.0
2021-10-23,0.0,0.0,1939.0,0.01,47.22,-4.0,9.0,3.0,-14.0,-12.0,4.0
2021-10-24,2218.0,96.0,1939.0,0.01,47.22,-4.0,8.0,19.0,-13.0,-7.0,2.0
2021-10-25,0.0,0.0,1939.0,0.01,47.22,-7.0,4.0,-14.0,-16.0,-9.0,5.0
2021-10-26,0.0,0.0,1939.0,0.01,47.22,-2.0,8.0,-1.0,-16.0,-9.0,5.0
2021-10-27,0.0,0.0,1265.0,0.01,47.22,-5.0,6.0,1.0,-16.0,-8.0,4.0
2021-10-28,0.0,0.0,1265.0,0.01,47.22,-3.0,7.0,3.0,-16.0,-8.0,4.0
2021-10-29,0.0,0.0,1265.0,0.01,47.22,-6.0,6.0,1.0,-16.0,-9.0,5.0
2021-10-30,0.0,0.0,1265.0,0.01,47.22,-1.0,11.0,12.0,-11.0,-8.0,3.0
2021-10-31,5926.0,69.0,1265.0,0.01,47.22,-1.0,10.0,4.0,-15.0,-6.0,2.0
2021-11-01,0.0,0.0,1265.0,0.01,47.22,-8.0,4.0,0.0,-16.0,-7.0,4.0
2021-11-02,0.0,0.0,1265.0,0.0,47.22,1.0,8.0,6.0,-14.0,-7.0,4.0
2021-11-03,0.0,0.0,964.0,0.01,47.22,14.0,10.0,51.0,-33.0,-56.0,16.0
2021-11-04,0.0,0.0,964.0,0.0,47.22,-7.0,6.0,4.0,-15.0,-7.0,4.0
2021-11-05,0.0,0.0,964.0,0.0,47.22,-9.0,5.0,4.0,-16.0,-8.0,5.0
2021-11-06,0.0,0.0,964.0,0.0,47.22,-6.0,7.0,10.0,-12.0,-7.0,3.0
2021-11-07,1336.0,42.0,964.0,0.0,47.22,-7.0,6.0,18.0,-13.0,-8.0,3.0
2021-11-08,0.0,0.0,964.0,0.0,47.22,-9.0,3.0,-5.0,-16.0,-7.0,5.0
2021-11-09,0.0,0.0,964.0,0.0,47.22,-10.0,0.0,-22.0,-17.0,-9.0,6.0
2021-11-10,0.0,0.0,755.0,0.0,47.22,-4.0,7.0,-3.0,-15.0,-8.0,4.0
2021-11-11,0.0,0.0,755.0,0.0,47.22,-5.0,6.0,-3.0,-15.0,-8.0,4.0
2021-11-12,0.0,0.0,755.0,0.0,47.22,-7.0,4.0,-4.0,-16.0,-8.0,5.0
2021-11-13,0.0,0.0,755.0,0.0,47.22,-3.0,8.0,7.0,-11.0,-12.0,3.0
2021-11-14,1266.0,17.0,755.0,0.0,47.22,-5.0,6.0,16.0,-11.0,-8.0,2.0
2021-11-15,0.0,0.0,755.0,0.0,47.22,-5.0,5.0,2.0,-14.0,-7.0,4.0
2021-11-16,0.0,0.0,755.0,0.0,47.22,-3.0,7.0,6.0,-14.0,-7.0,4.0
2021-11-17,0.0,0.0,626.0,0.0,47.22,-4.0,5.0,8.0,-14.0,-8.0,4.0
2021-11-18,0.0,0.0,626.0,0.0,47.22,-5.0,6.0,2.0,-14.0,-8.0,4.0
2021-11-19,0.0,0.0,626.0,0.0,47.22,-5.0,5.0,5.0,-13.0,-7.0,4.0
2021-11-20,0.0,0.0,626.0,0.0,47.22,-1.0,10.0,11.0,-7.0,-8.0,2.0
2021-11-21,1008.0,20.0,626.0,0.0,47.22,-4.0,5.0,13.0,-8.0,-8.0,2.0
2021-11-22,0.0,0.0,626.0,0.0,47.22,-3.0,-1.0,-27.0,-16.0,-13.0,6.0
2021-11-23,0.0,0.0,626.0,0.0,47.22,19.0,11.0,28.0,-33.0,-57.0,17.0
2021-11-24,0.0,0.0,529.0,0.0,47.22,-6.0,5.0,-4.0,-14.0,-6.0,3.0
2021-11-25,0.0,0.0,529.0,0.0,47.22,-3.0,8.0,-2.0,-13.0,-7.0,4.0
2021-11-26,0.0,0.0,529.0,0.0,47.22,-5.0,6.0,-2.0,-14.0,-7.0,4.0
2021-11-27,0.0,0.0,529.0,0.0,47.22,-3.0,7.0,-7.0,-12.0,-8.0,4.0
2021-11-28,669.0,11.0,529.0,0.0,47.22,-3.0,8.0,5.0,-12.0,-6.0,2.0
2021-11-29,0.0,0.0,529.0,0.0,47.22,-4.0,5.0,-3.0,-14.0,-6.0,4.0
2021-11-30,0.0,0.0,529.0,0.0,47.22,-1.0,8.0,-6.0,-14.0,-5.0,4.0
2021-12-01,0.0,0.0,421.0,0.0,47.22,-6.0,5.0,-15.0,-16.0,-6.0,5.0
2021-12-02,0.0,0.0,421.0,0.0,47.22,-5.0,6.0,-7.0,-16.0,-6.0,4.0
2021-12-03,0.0,0.0,421.0,0.0,47.22,-6.0,4.0,-9.0,-16.0,-7.0,5.0
2021-12-04,0.0,0.0,421.0,0.0,47.22,-2.0,7.0,-8.0,-13.0,-7.0,3.0
2021-12-05,799.0,6.0,421.0,0.0,47.22,-2.0,7.0,-3.0,-15.0,-7.0,3.0
2021-12-06,0.0,0.0,421.0,0.0,47.22,-6.0,3.0,-14.0,-16.0,-6.0,4.0
2021-12-07,0.0,0.0,421.0,0.0,47.22,-5.0,3.0,-17.0,-15.0,-6.0,5.0
2021-12-08,0.0,0.0,362.0,0.0,47.22,-7.0,2.0,-22.0,-17.0,-6.0,5.0
2021-12-09,0.0,0.0,362.0,0.0,47.22,-2.0,7.0,-3.0,-15.0,-5.0,4.0
2021-12-10,0.0,0.0,362.0,0.0,47.22,-2.0,7.0,-6.0,-14.0,-5.0,4.0
2021-12-11,0.0,0.0,362.0,0.0,47.22,1.0,9.0,-3.0,-10.0,-7.0,3.0
2021-12-12,878.0,9.0,362.0,0.0,47.22,-1.0,8.0,-2.0,-13.0,-4.0,2.0
2021-12-13,0.0,0.0,362.0,0.0,47.22,-5.0,3.0,-13.0,-15.0,-4.0,4.0
2021-12-14,0.0,0.0,362.0,0.0,47.22,-3.0,4.0,-11.0,-15.0,-5.0,5.0
2021-12-15,0.0,0.0,416.0,0.0,47.22,2.0,11.0,-4.0,-13.0,-4.0,3.0
2021-12-16,0.0,0.0,416.0,0.0,47.22,0.0,8.0,-11.0,-14.0,-5.0,4.0
2021-12-17,0.0,0.0,416.0,0.0,47.22,-5.0,3.0,-25.0,-15.0,-5.0,5.0
2021-12-18,0.0,0.0,416.0,0.0,47.22,-1.0,6.0,-21.0,-13.0,-5.0,4.0
2021-12-19,1144.0,6.0,416.0,0.0,47.22,-1.0,7.0,-17.0,-16.0,-4.0,3.0
2021-12-20,0.0,0.0,416.0,0.0,47.22,0.0,8.0,-13.0,-14.0,-4.0,4.0
2021-12-21,0.0,0.0,416.0,0.0,47.22,4.0,8.0,-6.0,-14.0,-4.0,4.0
2021-12-22,0.0,0.0,603.0,0.0,47.22,2.0,8.0,-10.0,-15.0,-5.0,4.0
2021-12-23,0.0,0.0,603.0,0.0,47.22,4.0,10.0,-9.0,-14.0,-5.0,4.0
2021-12-24,0.0,0.0,603.0,0.0,47.22,4.0,15.0,-12.0,-15.0,-6.0,5.0
2021-12-25,0.0,0.0,603.0,0.0,47.22,0.0,13.0,-25.0,-15.0,-6.0,4.0
2021-12-26,1825.0,8.0,603.0,0.01,47.22,-8.0,3.0,-32.0,-20.0,-3.0,4.0
2021-12-27,0.0,0.0,603.0,0.01,47.22,5.0,9.0,-19.0,-15.0,-12.0,6.0
2021-12-28,0.0,0.0,603.0,0.01,47.22,19.0,17.0,-10.0,-15.0,-16.0,6.0
2021-12-29,0.0,0.0,1016.0,0.01,47.22,25.0,23.0,-10.0,-24.0,-48.0,13.0
2021-12-30,0.0,0.0,1016.0,0.01,47.22,28.0,31.0,-9.0,-29.0,-65.0,18.0
2021-12-31,0.0,0.0,1016.0,0.01,47.22,-5.0,21.0,-25.0,-48.0,-76.0,26.0
2022-01-01,0.0,0.0,1016.0,0.01,47.22,-42.0,-34.0,-14.0,-43.0,-69.0,15.0
2022-01-02,3019.0,8.0,1016.0,0.01,47.22,-13.0,-10.0,-12.0,-14.0,-37.0,3.0
2022-01-03,0.0,0.0,1016.0,0.02,47.22,15.0,0.0,5.0,-36.0,-77.0,21.0
2022-01-04,0.0,0.0,1016.0,0.02,47.22,11.0,10.0,-9.0,-27.0,-43.0,15.0
2022-01-05,0.0,0.0,2262.0,0.02,47.22,-2.0,7.0,-16.0,-21.0,-16.0,8.0
2022-01-06,0.0,0.0,2262.0,0.03,47.22,-12.0,0.0,-25.0,-21.0,-9.0,8.0
2022-01-07,0.0,0.0,2262.0,0.04,47.22,-14.0,0.0,-23.0,-20.0,-8.0,8.0
2022-01-08,0.0,0.0,2262.0,0.06,47.22,-10.0,4.0,-19.0,-20.0,-3.0,5.0
2022-01-09,30796.0,8.0,2262.0,0.07,47.22,-7.0,3.0,-7.0,-19.0,-6.0,4.0
2022-01-10,0.0,0.0,2262.0,0.08,47.22,8.0,7.0,7.0,-41.0,-59.0,19.0
2022-01-11,0.0,0.0,2262.0,0.09,47.22,-14.0,0.0,-36.0,-19.0,-6.0,7.0
2022-01-12,0.0,0.0,6642.0,0.1,47.22,-12.0,3.0,-19.0,-20.0,-5.0,6.0
2022-01-13,0.0,0.0,6642.0,0.11,47.22,-13.0,2.0,-22.0,-21.0,-6.0,6.0
2022-01-14,0.0,0.0,6642.0,0.13,47.22,-17.0,0.0,-23.0,-23.0,-7.0,7.0
2022-01-15,0.0,0.0,6642.0,0.15,47.22,-13.0,6.0,-22.0,-26.0,-4.0,6.0
2022-01-16,114235.0,30.0,6642.0,0.16,47.22,-15.0,2.0,-18.0,-30.0,-6.0,6.0
2022-01-17,0.0,0.0,6642.0,0.15,47.22,-13.0,1.0,-18.0,-21.0,-7.0,6.0
2022-01-18,0.0,0.0,6642.0,0.17,47.22,-11.0,2.0,-18.0,-22.0,-8.0,7.0
2022-01-19,0.0,0.0,10934.0,0.19,47.22,-12.0,3.0,-15.0,-23.0,-8.0,6.0
2022-01-20,0.0,0.0,10934.0,0.2,47.22,-12.0,5.0,-20.0,-24.0,-8.0,7.0
2022-01-21,0.0,0.0,10934.0,0.21,47.22,-18.0,1.0,-22.0,-26.0,-9.0,8.0
2022-01-22,0.0,0.0,10934.0,0.22,47.22,-15.0,5.0,-20.0,-30.0,-10.0,7.0
2022-01-23,289814.0,73.0,10934.0,0.24,47.22,-20.0,-2.0,-37.0,-36.0,-8.0,7.0
2022-01-24,0.0,0.0,10934.0,0.25,47.22,-16.0,1.0,-20.0,-25.0,-8.0,7.0
2022-01-25,0.0,0.0,10934.0,0.26,47.22,-10.0,8.0,-13.0,-25.0,-9.0,8.0
2022-01-26,0.0,0.0,17269.0,0.26,47.22,-14.0,4.0,-14.0,-27.0,-10.0,7.0
2022-01-27,0.0,0.0,17269.0,0.28,47.22,-16.0,4.0,-16.0,-27.0,-10.0,8.0
2022-01-28,0.0,0.0,17269.0,0.3,47.22,-19.0,3.0,-17.0,-29.0,-10.0,9.0
2022-01-29,0.0,0.0,17269.0,0.31,47.22,-18.0,5.0,-23.0,-33.0,-9.0,8.0
2022-01-30,499985.0,258.0,17269.0,0.33,47.22,-18.0,3.0,-23.0,-36.0,-8.0,7.0
2022-01-31,0.0,0.0,17269.0,0.34,47.22,-16.0,3.0,-18.0,-27.0,-8.0,7.0
2022-02-01,0.0,0.0,17269.0,0.34,47.22,-14.0,5.0,-14.0,-27.0,-10.0,8.0
2022-02-02,0.0,0.0,22653.0,0.36,47.22,-17.0,4.0,-15.0,-29.0,-10.0,8.0
2022-02-03,0.0,0.0,22653.0,0.37,47.22,-15.0,12.0,-17.0,-28.0,-10.0,8.0
2022-02-04,0.0,0.0,22653.0,0.38,47.22,-21.0,0.0,-19.0,-30.0,-11.0,10.0
2022-02-05,0.0,0.0,22653.0,0.4,47.22,-20.0,3.0,-31.0,-35.0,-10.0,9.0
2022-02-06,630951.0,560.0,22653.0,0.41,47.22,-22.0,-1.0,-29.0,-38.0,-10.0,8.0
2022-02-07,0.0,0.0,22653.0,0.4,47.22,-18.0,1.0,-18.0,-27.0,-10.0,8.0
2022-02-08,0.0,0.0,22653.0,0.42,47.22,-14.0,4.0,-16.0,-27.0,-11.0,8.0
2022-02-09,0.0,0.0,26734.0,0.43,47.22,-13.0,8.0,-10.0,-26.0,-10.0,7.0
2022-02-10,0.0,0.0,26734.0,0.44,47.22,-21.0,-2.0,-36.0,-30.0,-14.0,10.0
2022-02-11,0.0,0.0,26734.0,0.46,47.22,-9.0,2.0,-4.0,-48.0,-58.0,23.0
2022-02-12,0.0,0.0,26734.0,0.46,47.22,-14.0,7.0,-10.0,-30.0,-15.0,8.0
2022-02-13,611609.0,1035.0,26734.0,0.45,47.22,-23.0,-4.0,-45.0,-37.0,-10.0,8.0
2022-02-14,0.0,0.0,26734.0,0.48,47.22,-15.0,1.0,-18.0,-25.0,-9.0,7.0
2022-02-15,0.0,0.0,26734.0,0.49,47.22,-11.0,8.0,-12.0,-25.0,-10.0,7.0
2022-02-16,0.0,0.0,29225.0,0.49,47.22,-14.0,4.0,-15.0,-26.0,-10.0,7.0
2022-02-17,0.0,0.0,29225.0,0.49,47.22,-16.0,2.0,-21.0,-27.0,-10.0,8.0
2022-02-18,0.0,0.0,29225.0,0.45,47.22,-16.0,3.0,-16.0,-27.0,-10.0,9.0
2022-02-19,0.0,0.0,29225.0,0.45,47.22,-18.0,0.0,-36.0,-32.0,-8.0,8.0
